marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date
UK	27131491	R274PPB4UZZ4K3	B0080SZ0V8	966455148	Azada (Full)	Mobile_Apps	5.0	0.0	0.0	N	Y	First class	An excellent game with a good mix of puzzles whether it leads to anything at the end I don't know but an enjoyable and addictive game	2013-07-30
US	36558546	R2T9BPFPWCQV11	B0064X7FVE	140639925	The Weather Channel: Forecast, Radar & Alerts	Mobile_Apps	1.0	1.0	1.0	N	Y	Bring back the old version!!	Newer isn't always better... Horrible!<br /><br />Horrible horrible horrible horrible<br />BRING BACK THE OLD VERSION!<br />Fire the developer<br />Miss the old one	2013-10-09
US	13719168	R5MBRQAJXTW8Z	B00G9QLP9Y	457458989	Google Maps  Street View	Mobile_Apps	5.0	0.0	1.0	N	Y	nobody does it better than google	Waze may be the only real contender in my opinion when it comes to maps.  Always accurate and street views add that extra ability to see where you are going	2014-06-05
US	25519561	R1IILVMMGB2XMU	B007ZGO7EM	274946566	Calculator Plus Free	Mobile_Apps	5.0	0.0	0.0	N	Y	Calculator Plus Free	Excellent calculator.  Simple and efficient.  User-friendly; large print which is appropriate for aging eyes.  Great App.  Delighted that you provided this calculator as a free App.	2015-02-17
UK	8787830	RBE6K09YYEM1W	B008N1V11U	552016498	The Dark Knight Rises (Kindle Tablet Edition)	Mobile_Apps	5.0	0.0	0.0	N	Y	the dark knight is what you need	This game is awesome but I did find it tricky.WHICH IS WHAT I LIKE.it's a very expanded challenging addictive and very fun game.buy it  for your own good.<br /><br />If your a dad or a mum I would recommend it to your kids they will love it.but I would put a time limit on because it's so addictive.trust me this game will be your kids life the won't be able to live without it.<br /><br />The one thing that may bother you is that the game is a expensive &pound;5 but it's worth the money but if you don't want to spend a fiver don't spend.it took me years to finish this game but what trying to say is that this game is so good.good for a kid not to let go of their device and maybe even try to sneak a level in at their bedtime.and I know that because that is what I did but my dad was furious.I literally did go to sleep for a few long nights but it was worth it.So give a cheer for the dark knight!	2015-04-12
US	52398518	R8DJD282SX7FF	B00E0S52K6	147259357	Rhythm & Blues	Digital_Music_Purchase	3.0	0.0	0.0	N	Y	Three Stars	Solid, but almost too bold in parts.	2015-03-04
US	7049369	R2MQRPCPI74ECK	B00FAPF5U0	46324555	Candy Crush Saga	Mobile_Apps	5.0	1.0	1.0	N	Y	too much fun	I curse the day I downloaded this game...highly addictive...all my friends on Facebook got life requests...here's to wasting time!!! :)	2013-10-23
US	42591420	R57RQ4TZGCFKH	B00JLJ0Y2U	657404229	x (Deluxe Edition)	Digital_Music_Purchase	5.0	0.0	0.0	N	Y	Get it now.	This is a record everyone should have.	2015-04-21
US	37413001	R2L8G1N6K5DL2H	B00E7SFAAG	300808720	Granny Smith	Mobile_Apps	5.0	0.0	1.0	N	Y	fun, challenging and addictive	This is a good game for all ages. It's cute and addictive. it's about timing - once you press the button and knowing when to let go of the button so that granny can land on her feet or get her cane to hook onto the next bar or wire so she can still pass or get further ahead of the thief. IMO it's most important to get helmets for granny so she recovers from a bad landing faster. You're trying to get as many coins as possible along the way and also land high points for a great landing after she jumps. As long as you finish one scene you can move onto the next one. Right now I'm stuck on &#34;Underground&#34;. Hopefully, I can get through this one soon.	2013-10-13
US	48042172	R1Q41W778WWSPE	B007ZGO7EM	274946566	Calculator Plus Free	Mobile_Apps	5.0	0.0	0.0	N	Y	Awesome	This app is easy to use, works great as a basic calculator. It looks great on my Kindle Fire HD!	2013-01-15
UK	41660472	R3KDZS50PA2B0T	B00DVKOYBM	263046246	8 Ball Pool	Mobile_Apps	5.0	0.0	0.0	N	Y	great game	I think you should buy this it's a great game I love it	2014-09-30
US	52650436	R3KX6LOTVN6UIJ	B00EEDJHXA	594727865	Buttons and Scissors (Pro)	Mobile_Apps	4.0	0.0	0.0	N	Y	Very nice puzzle game	Enjoyable matching game. There isn't a ton of variety, but there are many levels which help provide good long term play value.	2013-12-26
US	42584158	R2WXJIP6KUAKH7	B00DDTQE1Y	133382127	Handy Photo	Mobile_Apps	5.0	0.0	0.0	N	Y	Five Stars	Excellent app. I was looking for an app that has all these feature.	2014-07-24
UK	26412164	R17GNKNUNGY6P2	B007VGXS8M	428248709	Where's Wally Now?™ (Kindle Tablet Edition)	Mobile_Apps	4.0	4.0	4.0	N	Y	Fun fun fun	Great fun and tests your observation skills. You don't realise how slow you become with age!!!But still very enjoyable and uses all the brain cells!	2013-11-20
US	37353283	R1MXLOAROAC8LY	B008EL4YX6	474751007	Ichi	Mobile_Apps	3.0	0.0	0.0	N	Y	not really fun.. but its	its an ok game.  not really fun.. but its ok	2014-07-01
DE	29569304	R3H2FA8KNWUKR0	B0016MZFXS	99443017	STAR WARS Unisex Wecker Analog Kunststoff weiß STAR3	Toys	1.0	10.0	12.0	N	Y	Hier stimmt nichts	Dieser Wecker ist leider nicht das Geld wert. Der gravierendste Nachteil ist das Display für die Anzeige der Uhrzeit, dies ist viel zu klein und auch für Adleraugen erst bei genauem Schauen erkennbar. Die Reflektion der Uhrzeit an die Wand kann nicht auf Dauer eingestellt werden. Die Bedienung ist zwar nach mehrmaligem Lesen der Anleitung störungsfrei möglich, für Star Wars Fans unter 12 Jahren dürfte es jedoch mit einigen Schwierigkeiten verbunden sein. Schließlich hat der Wecker nach dem ersten Batteriewechsel schon seinen Geist aufgegeben ohne dass er heruntergefallen wäre oder ähnliches aushalten musste.  Ein glatter Fehlkauf und somit nicht weiter zu empfehlen.	2011-10-10
UK	32652486	R2W2UZW4VWGREA	B0073LWEXK	993544388	The Lost City	Mobile_Apps	5.0	8.0	11.0	N	Y	Good for its genre	This is a good puzzle/point and click game. Very pretty, with an interesting method of changing the environment to reveal and solve new puzzles. It has no character interaction, so no stilted dialogue to cringe over! Nonetheless it makes up for a lack of characters by its puzzles, some of which require a very good memory for where the clues are. I probably got around 3 or 4 hours play out of it, but I play these things relatively quickly.<br /><br />A very good example of its genre, and an exceptionally pretty one too.	2012-11-18
US	3689567	R70J4JGWM8O1O	B00A8ECU24	828772159	MY LITTLE PONY - Friendship is Magic	Mobile_Apps	1.0	0.0	0.0	N	Y	I hate this game	I am 6, and this game is not fun. I don't like games like this at all, where you have to build houses and stores. If you like games like that then you will probably like this game.	2014-04-16
US	3798912	R5DKCENVZYVYK	B0094BB4TW	569156287	Facebook	Mobile_Apps	5.0	0.0	0.0	N	Y	FACEBOOK	Fantastic contact world wide. Able to keep contact with friends and family. Get pictures and photos you would never have access too.	2013-12-30
US	18445261	RBDVD7V7575V5	B00DVKOYBM	263046246	8 Ball Pool	Mobile_Apps	4.0	0.0	0.0	N	Y	Great game	Great game	2014-09-15
UK	43448181	R2LD3RMT05B5U2	B00KWVZ750	152484099	Angry Birds Epic RPG	Mobile_Apps	5.0	0.0	0.0	N	Y	Five Stars	Great entertainment for grandsons	2014-08-05
US	2198501	R309OHHHR0U0WC	B007XKEY6Q	997602666	Draw Something Free	Mobile_Apps	5.0	0.0	0.0	N	Y	so cool	I loved it so much I can not put this down my dad plays it and I love it and I love it and you must get it must get it go get this app!!!!	2015-04-10
JP	40563244	RCN8BVZ0FZ1BV	B00C1TV1EM	596718603	トランスフォーマーGo! G13 ハンターショックウェーブ	Toys	3.0	1.0	3.0	N	Y	変形に意外性は少ないかな	ある程度見てもらえば分かる程度の変形をします<br />基本的な玩具としての耐久性は高そうなのですが、注意する点としては戦車時のキャタピラ、ここが軟質パーツです<br />これは良し悪しありまして、良しとしてはロボット時、左腕キャノンに接続することで給弾ベルトっぽい姿にすることが可能でちょっとおもしろいです<br />悪しとしては軟質パーツのキャタピラなのでちょっと切れないか心配になる点です<br />キャタピラ自体は結構分厚いので、大丈夫であることを祈ります<br />ギミックで目を引くのが、左手にある大砲です<br />パッケージだと展開状態で写ってたりするんですが、これはスイッチを押し込んだ時だけ展開するのでご注意を<br />ちなみにスイッチを押し込むと砲身がグルグル回りながら展開して、子供大喜びでした<br />ロボットモード時のプロポーションはマッシブでかっこいいのですが、足首の接地性の悪さと股関節のクリックが微妙なせいで、キメ立ちして飾るのが難しいです<br /><br />ビーストアーマーを装着することでパワーアップすることが出来る玩具、なのですが<br />肩の爪パーツに関してはおなじみの5mmジョイントですので、他TFにとりつけてパワーアップ遊びをすることが可能です<br />胸パーツは互換性薄めなジョイントなのが残念無念でした。ついでにポロリしやすいです<br />ともにビーストパーツは軟質パーツです<br /><br />Goシリーズ全体の傾向としまして、非常にトゲトゲしたデザインなのですが、ほとんどの突起は軟質パーツであり、お子様がブンドド遊びをするには良い物だと思います<br /><br />そんな訳で変形に意外性は少ないですが、遊びを広げたい方に、遊びを広げたい方に	2013-04-29
US	44926669	RDDDQ43WV7B53	B009UX2YAC	879319057	Subway Surfers	Mobile_Apps	5.0	0.0	0.0	N	Y	Five Stars	Addictive love it	2014-10-25
US	6591467	R37ED37WDFFF2F	B00I8Q77Y0	370420344	Flappy Wings (not Flappy Bird)	Mobile_Apps	5.0	0.0	0.0	N	Y	awesome	I love this app . It is the best yet addictive for sure. Do indeed recommend for all ages . Best free app.	2014-03-16
US	34444289	R12PT37LHZSH8C	B008Y2FRFO	62690672	Coin Dozer	Mobile_Apps	5.0	0.0	0.0	N	Y	it is so cool	I love this game so much FUN and some of the other games made. you should get this app!!! I love it	2012-11-24
US	1359712	R224NB6DMLJTQ5	B00OKYQZDI	155730994	Cookie Jam	Mobile_Apps	5.0	0.0	0.0	N	Y	Five Stars	Wonderful game.  Loads of fun!!!	2015-03-24
UK	29274520	RU2JA05OSVYYD	B008Y2FRFO	62690672	Coin Dozer	Mobile_Apps	5.0	0.0	0.0	N	Y	Love this app	Having fun with this, it is a bit addictive but if you wait a day you get some free coins to play with.  It is really fun.	2013-02-14
US	44098742	R39AYOLVA41O4J	B007SYWFRM	519073536	Ice Age Village	Mobile_Apps	5.0	0.0	0.0	N	Y	totally fun.	do NOT freak out on this app if it wont let you get to your home screen there is a way. first you go to the setting button on the bottom of the screen then you go to options and then the thing with the aroww will pop up and you can go to you home screen. I LOVE TISH GAME IT IS THE BOMB!!!!!&iexcl;	2012-05-03
US	15887948	RVX7Y0CKSFITG	B00BMR5HOO	690943512	Weather	Mobile_Apps	1.0	5.0	8.0	N	Y	BAD!!!	I got 3 different weather apps and this one couldn't' find my city or even SACRAMENTO CA ITS THE CAPITOL OF THE STATE. That is really lame so deleted it and used another one.	2013-03-22
US	21436746	R25NRX4G5W5MZV	B004FRX0MY	473764126	Amazon Music [Android]	Mobile_Apps	5.0	0.0	2.0	N	Y	Five Stars	easy and fun	2015-06-23
US	38377236	R1MLX14D0ID40M	B004SJ3AXI	69013933	Angry Birds Seasons Free	Mobile_Apps	4.0	5.0	6.0	N	N	Fun	I got it because it was free, I really enjoy playing it but wish it would speed up, continuously reloading and alot of times it takes forever for the last bird to &#34;pop&#34; before you can continue	2012-11-21
US	50837836	RHB59VTNX17IV	B00IEBE7GK	608155337	The Room Two (Kindle Tablet Edition)	Mobile_Apps	5.0	0.0	0.0	N	Y	Weird rules this game.	For a puzzle game, The Room 2 drips with atmosphere. The story told is strange and arcane. You never have any real answers as you guide your silent protagonist through a seeming network of star a nice and other worldly challenges? Just what is the room? There is no solid answer. You can o my move forward.	2014-08-07
US	48486382	R334LGVWL17N8W	B00FAPF5U0	46324555	Candy Crush Saga	Mobile_Apps	5.0	0.0	0.0	N	Y	absolutely addictive	love it. play it every day, can't get enough lives.  need more lives.  absolutely addictive for hours at a time.	2015-01-02
US	2381663	R2XQFA1NMYXFFZ	B0064X7FVE	140639925	The Weather Channel: Forecast, Radar & Alerts	Mobile_Apps	1.0	1.0	1.0	N	Y	Usable but not recommended	I downloaded the app but when I went to use it, it pulled up a notification that said if I wanted to use this app my license agreement would end. It also said amazon would use my app to supply information for them.	2013-11-03
US	41998976	RQXH4GJQU4FF6	B007EC27QM	109363053	Calculator Plus	Mobile_Apps	5.0	0.0	0.0	N	Y	jack_calk_review	Absolutely the best calculator I've ever used and I'm 82.	2014-12-21
US	48455178	R2NH34G4H6BZGJ	B0058VW36U	739315173	Cut the Rope	Mobile_Apps	5.0	0.0	1.0	N	Y	Five Stars	Fun and simple	2015-03-20
US	5714841	R35GVSYAXOH5HP	B00E8KLWB4	488246640	The Secret Society® - Hidden Mystery	Mobile_Apps	3.0	0.0	0.0	N	Y	Good stuff	Had much fun with this game	2015-07-24
US	49401433	R1788SE1LQ9TFX	B002EEP3NO	598374935	LEGO Star Wars Death Star (10188) (Discontinued by manufacturer)	Toys	5.0	0.0	0.0	N	Y	Worth It.	Yes, this item cost a fortune.  However, my son and I have spent HOURS of quality bonding time together, and it has been so much fun!	2010-10-04
US	3721888	RHI72H76RM4V1	B009UX2YAC	879319057	Subway Surfers	Mobile_Apps	4.0	0.0	0.0	N	Y	Four Stars	Sometimes says I move to the side when I swipe up but overall good	2015-04-09
US	3364602	RT5PET8FY9AA3	B00U7VDC7A	639451680	Survivors: The Quest®	Mobile_Apps	4.0	0.0	0.0	N	Y	fun, but addicting	I started yesterday and it is just one of those games you can't put down! Lots of fun.	2015-03-18
US	7911740	R2KM4X5DLSD8N3	B009RH9FR6	818294901	"Marware Axis Genuine Leather Rotating, Standing Case for Kindle Fire HD 7"" (only fits Kindle Fire HD 7"")"	PC	4.0	0.0	0.0	N	Y	Good Cover for the Money	Good Cover for the Money, leather, looks nice. 1/2 the price of similar Covers.<br />The only negative is you can't charge your Kindle with the cover closed. This would be a nice feature.	2013-07-11
US	12428819	R2O0FBHG8MZX53	B004OZOTSQ	210257193	WiFi File Explorer PRO	Mobile_Apps	5.0	2.0	2.0	N	Y	Works great on Verizon Motorola XOOM 3.2 and Boost Mobile Samsung Prevail 2.2	I bought this weeks ago and use it all the time to move my files. Simple to use and has password protection if you are on a shared Wi-Fi. Also has automatic zipping built in for bulk file \/ directory upload \/ download.  Did not see any abusive permissions.	2011-08-12
US	10145141	R2UUCHX3GQJNQB	B0088XXCZ6	545866165	The Idler Wheel Is Wiser Than the Driver of the Screw and Whipping Cords Will Serve You More Than Ropes Will Ever Do	Digital_Music_Purchase	5.0	0.0	0.0	N	N	Love her always	& I paid no attention to Tidal till last year. Its particularly thrilling to hear her voice in concert, she has the same wondrous pipes.	2013-02-03
US	15322673	R3PT99DTJO7WA7	B008K8VDPU	481677245	Learn Piano	Mobile_Apps	1.0	0.0	0.0	N	Y	really fun	It's so fun but I just hate the t if you mess up by pressing the roing buten	2015-07-20
US	46048624	RWZVY9BRO534W	B00G5AVM3S	487300732	Repix - Full Version	Mobile_Apps	5.0	1.0	1.0	N	Y	Fantastic	Worth every single shot. This app is fantastic. You have plenty of effects, and you can unleash a ton of creativity.	2014-10-30
US	18313366	R1G1G6VMUUNZR8	B0089ZEEYG	256136093	Down The Hatch	Mobile_Apps	5.0	2.0	8.0	N	Y	fun	What are you people saying	2014-09-04
US	42466687	R3DF5Y5YZL43X0	B000TQ0EIS	643395907	Simply The Best	Digital_Music_Purchase	2.0	0.0	0.0	N	N	Poor Audio Quality	The vocals are muffled in this version.  It's a pity that Tina's voice gets lost...  perhaps some re-remastering is needed?	2013-08-26
DE	31465479	R2SJK1D47HQA0K	B00B0ICYP0	362411080	Lego Herr der Ringe 79008 - Hinterhalt auf dem Piratenschiff	Toys	5.0	0.0	0.0	N	Y	WOW!	Eines der schönsten Lego Sets aus der Herr der Ringe - Reihe. Tolle Figuren! Allerdings eine zu knapp bemessene Schiffsbesatzung.	2015-04-03
DE	37097988	R3AK864BFPA037	B00ICF0OZQ	447100851	Pegasus Spiele 54541G - Camel Up, Spiel des Jahres 2014	Toys	5.0	2.0	3.0	N	Y	Endlich mal ein anderes Spiel, mein Kauftipps.	Endlich mal wieder ein Spiel in dem es nicht darum geht Städte zu bauen, oder Fahrstrecken oder Getreibe zu ernten. Das Spiel Kann man einfach mal spielen und muss nicht große strategische Planungen vornehmen bei jedem Spielzug. Man braucht einfach Glück, denn auch wenn man sich als erster fühlt kann sich am Ende alles noch ganz plötzlich in eine andere Richtung drehen.<br />Es macht wirklich Spaß das Spiel in einer großen Runde zu spielen, zumal ein Durchgang auch nicht sonderlich lange dauert.<br />Die Qualität des Spiel, also Figuren, Spielfeld und Verpackung sind sehr gut. Die Beschreibung liest sich ganz verständlich, aber man braucht doch 1-2 Proberunden bis man es dann wirklich verstanden hat unweit wie man seinem Glück während des Spiel etwas auf die Sprünge helfen kann.<br />Das ist eine echte Kaufempfehlung, voranzutreiben dem Preis für den es zur Zeit gehandelt wird.	2015-01-18
US	48317247	R32VYMWEYS35NS	B00HH0BTFQ	596260432	Airo Ball	Mobile_Apps	3.0	0.0	0.0	N	Y	Need to be able to exit the game.	Hitting the back arrow does nothing beyond the games main screen.  Have to use the Home button to exit the game, then use a Task Killer to get the game to end.  Lame programming not to be able to exit.  Game play is OK.	2014-03-09
US	6837656	R32HKP2JNTY43G	B00881VLCE	76742616	Magic Jigsaw Puzzles	Mobile_Apps	3.0	0.0	0.0	N	Y	This had some beautiful puzzles	The pictures were very nice, and the choices within the categories were ample. The puzzles were not very challenging, but still it was fun.	2013-06-23
US	23418849	R28S36H6HCI6A5	B00B2V66VS	148127986	Temple Run 2	Mobile_Apps	5.0	0.0	0.0	N	Y	awesome	Awesome game! My 8 year old daughter loves it!!!! She definately has me beat! I got a bit bored with the first Temple Run, but this one is amazing and literally hours of fun!	2013-02-28
JP	48687727	RGASGKSS7AZRA	B00933JL0A	818942742	Townsmen	Mobile_Apps	5.0	1.0	1.0	N	Y	面白いです	箱庭系ゲームです。<br />シムシティとかが好きな人にはお勧めです。<br />難易度もやり方によっては（チュートリアルで名声を稼いで、本マップで使用する等）低くなりますし、普通に進めれば適度な難易度だと思います。<br /><br />何しろお勧めです。	2015-01-12
US	16081484	R2ESKBZUIA3YSJ	B0086700CM	770088543	Temple Run	Mobile_Apps	5.0	0.0	0.0	N	Y	amazing	bought it a few days ago and havent stopped playing since. amazinggg! if you play it once you can stop!	2012-06-01
US	37958234	R1WO0SCW2NJDS9	B00KA87GCW	166408515	Farm Clan®: Farm Life Adventure	Mobile_Apps	4.0	0.0	0.0	N	Y	Mindless Fun	This is a fun little game to pass the time.	2015-08-31
US	40909363	R3KQW4346RM7V4	B00881VLCE	76742616	Magic Jigsaw Puzzles	Mobile_Apps	4.0	0.0	0.0	N	Y	Great Puzzle App!!	This is a great app if you like puzzles. I would have given it 5 stars but they have you pay for additional puzzles.	2014-04-30
US	1639952	RK2FBTCQYC2PC	B00KNWYDU8	779873629	Dragon City	Mobile_Apps	5.0	0.0	0.0	N	Y	Great game	Really addicting and is very fun I advise you to play.	2015-06-15
US	46102319	R3RRUMUFT1Y7KN	B0086700CM	770088543	Temple Run	Mobile_Apps	4.0	0.0	1.0	N	Y	I like this game	I like the game but after u play evry day or like 10 times in a row I get frustrated but its a fun game and its a very good price in my opinio u should try it its free!!!!!!	2012-06-25
US	37209642	R25LDXCN2TG2Q3	B00881PTRC	388188812	Ultimate Hangman HD	Mobile_Apps	4.0	0.0	0.0	N	Y	good game	this is a good game but some of the words are very hard, it helps build your vocabulary though and the animations are fun	2013-05-23
US	50254901	R2LMGUM1D4OB82	B00F8L2VO4	624587955	Duolingo: Learn Languages Free	Mobile_Apps	5.0	0.0	0.0	N	Y	excellent resource	This is a great resource for beginning Spanish. It is easy to use and fun, too. I would  recommend it to anyone to learn the language or brush up on vocabulary.	2014-01-29
US	43121029	RPSVNBYOYZW47	B00EEDJM2Q	18425811	Buttons and Scissors	Mobile_Apps	5.0	0.0	0.0	N	Y	Makes you think!!!	This is a fun logic game. Looks easy but it will make you think! Looks simple but is anything but. Love the way it makes me utilize my thought process.	2014-01-18
US	2950551	R3K3GVZT8XFW1R	B00E8KLWB4	488246640	The Secret Society® - Hidden Mystery	Mobile_Apps	1.0	0.0	0.0	N	Y	wtf?	I don't understand every time I get a game from this company it doesn't work it says&quot;download has fail please try again&quot; and I do and still nothing. This sucks!!!!!	2014-07-08
UK	49247865	R2O91Z9VTJO43Z	B00CUB5PNY	680083183	Royal Envoy (Premium)	Mobile_Apps	5.0	0.0	0.0	N	Y	One of the best android games	One of the best games and I got it when it was free app of the day. Very good time management game but sometimes you have to think quite hard about how to accomplish the tasks. Recommended	2013-09-29
US	18965918	R2IW0QHQA5NPOS	B00IEBE7GK	608155337	The Room Two (Kindle Tablet Edition)	Mobile_Apps	5.0	0.0	0.0	N	Y	Better than the first.	I loved the first installment of this game and immediately bought this one after completing it. Beautiful and engrossing and definitely more of a challenge than number 1, and number 1 was great. Support independent game makers and shell out less than a coffee to exercise your brain. If you enjoy any kind of roll playing game, puzzle or science fiction, buy it.<br />You better make a third one guys....I'm waiting.......	2014-03-07
