"dep","dest","sYear","smonth","sdate","class"
"FUK","ITM","2015","11","21","Y"
"HND","ITM","2015","10","30","Y"
"HND","FUK","2015","11","20","Y"
"ITM","HND","2015","10","29","Y"
"HND","ITM","2015","10","29","Y"
"HND","OSA","2015","10","29","Y"
"KMJ","ITM","2015","12","15","Y"
"ITM","FUK","2015","11","21","Y"
"HND","UKB","2015","11","20","Y"
"ITM","HND","2015","11","17","Y"
"FUK","ITM","2015","11","21","Y"
"ITM","FUK","2015","12","12","Y"
"ITM","FUK","2015","12","11","Y"
"ITM","HND","2015","11","24","Y"
"ITM","KMJ","2015","12","15","Y"
"ITM","KMJ","2015","12","31","Y"
"ITM","KMJ","2015","12","01","Y"
"ITM","FUK","2015","12","24","Y"
"FUK","ITM","2015","12","25","Y"
"ITM","OIT","2015","12","22","Y"
"OIT","ITM","2015","12","22","Y"
"ITM","FUK","2015","12","24","Y"
"ITM","HND","2016","02","25","Y"
"HND","ITM","2016","02","25","Y"
"ITM","HND","2016","02","27","Y"
"ITM","FUK","2016","02","27","Y"
"FUK","ITM","2016","02","27","Y"
"ITM","FUK","2016","02","27","Y"
"FUK","ITM","2016","02","27","Y"
"ITM","FUK","2016","01","26","Y"
"FUK","ITM","2016","02","27","Y"
"FUK","ITM","2015","12","25","Y"
"ITM","KMJ","2016","01","14","Y"
"ITM","FUK","2016","01","19","Y"
"ITM","FUK","2016","01","20","Y"
"FUK","ITM","2016","01","20","Y"
"ITM","FUK","2016","01","30","Y"
"FUK","ITM","2016","01","30","Y"
"FUK","ITM","2016","02","27","Y"
"ITM","FUK","2016","02","28","Y"
"ITM","FUK","2016","02","27","Y"
"ITM","FUK","2016","02","28","Y"
"FUK","ITM","2016","02","28","Y"
"FUK","ITM","2016","02","29","Y"
"ITM","FUK","2016","02","28","Y"
"ITM","FUK","2016","02","29","Y"
"FUK","ITM","2016","02","29","Y"
"HND","UKB","2016","03","09","Y"
"ITM","HND","2016","03","07","Y"
"ITM","HND","2016","02","12","Y"
"KOJ","ITM","2016","02","04","Y"
"ITM","HND","2016","02","24","Y"
"FUK","ITM","2016","02","29","Y"
"ITM","HND","2016","03","27","Y"
"ITM","HND","2016","04","27","Y"
"ITM","FUK","2016","04","27","Y"
"ITM","FUK","2016","04","13","Y"
"ITM","FUK","2016","06","13","Y"
"HND","FUK","2016","04","13","Y"
"HND","FUK","2016","04","13","Y"
"FUK","ITM","2016","03","23","Y"
"ITM","FUK","2016","03","30","Y"
"ITM","FUK","2016","03","31","Y"
"FUK","ITM","2016","03","31","Y"
"ITM","FUK","2016","03","30","Y"
"ITM","FUK","2016","03","31","Y"
"ITM","FUK","2016","03","22","Y"
"FUK","ITM","2016","03","23","Y"
"ITM","FUK","2016","03","23","Y"
"ITM","FUK","2016","03","30","Y"
"ITM","FUK","2016","04","19","Y"
"ITM","HND","2016","06","13","Y"
"FUK","ITM","2016","03","31","Y"
"FUK","ITM","2016","03","23","Y"
"FUK","ITM","2016","03","23","Y"
"FUK","ITM","2016","03","24","Y"
"ITM","FUK","2016","06","04","Y"
"ITM","FUK","2016","05","13","Y"
"FUK","ITM","2016","05","13","Y"
"FUK","ITM","2016","05","14","Y"
"FUK","ITM","2016","05","13","Y"
"ITM","FUK","2016","04","24","Y"
"ITM","FUK","2016","03","22","Y"
"ITM","FUK","2016","03","30","Y"
"ITM","HND","2016","06","17","Y"
"ITM","FUK","2016","06","17","Y"
"ITM","FUK","2016","06","18","Y"
"ITM","FUK","2016","06","17","Y"
"ITM","FUK","2016","06","18","Y"
"FUK","ITM","2016","06","18","Y"
"ITM","KOJ","2016","05","12","Y"
"ITM","KOJ","2016","05","12","Y"
"ITM","FUK","2016","05","28","Y"
"FUK","ITM","2016","05","28","Y"
"ITM","FUK","2016","05","28","Y"
"ITM","FUK","2016","04","24","Y"
"ITM","FUK","2016","04","25","Y"
"FUK","ITM","2016","04","25","Y"
"ITM","FUK","2016","06","03","Y"
"FUK","ITM","2016","06","04","Y"
"KOJ","ITM","2016","05","12","Y"
"ITM","FUK","2016","04","26","Y"
"ITM","KMJ","2016","05","03","Y"
"ITM","KMJ","2016","05","04","Y"
"ITM","HND","2016","06","13","Y"
"KOJ","FUK","2016","04","30","Y"
"KOJ","FUK","2016","05","01","Y"
"KOJ","FUK","2016","05","02","Y"
"KOJ","FUK","2016","05","03","Y"
"KOJ","FUK","2016","05","04","Y"
"KOJ","FUK","2016","05","05","Y"
"KOJ","FUK","2016","05","06","Y"
"KOJ","FUK","2016","05","07","Y"
"KOJ","FUK","2016","05","08","Y"
"KOJ","FUK","2016","05","08","Y"
"KOJ","ITM","2016","05","12","Y"
"FUK","KOJ","2016","04","22","Y"
"HND","KOJ","2016","04","23","Y"
"ITM","FUK","2016","07","14","Y"
"ITM","FUK","2016","07","15","Y"
"FUK","ITM","2016","07","15","Y"
"ITM","HND","2016","06","13","Y"
"ITM","FUK","2016","06","21","Y"
"KOJ","ITM","2016","05","12","Y"
"ITM","KOJ","2016","05","12","Y"
"ITM","FUK","2016","05","12","Y"
"ITM","KOJ","2016","05","12","Y"
"ITM","FUK","2016","05","13","Y"
"ITM","FUK","2016","05","21","Y"
"ITM","FUK","2016","06","03","Y"
"ITM","FUK","2016","05","28","Y"
"FUK","ITM","2016","05","28","Y"
"ITM","FUK","2016","06","08","Y"
"ITM","FUK","2016","06","09","Y"
"FUK","ITM","2016","06","09","Y"
"ITM","FUK","2016","06","17","Y"
"KMJ","HND","2016","05","23","Y"
"HND","KMJ","2016","05","23","Y"
"KMJ","HND","2016","05","23","Y"
"HND","KMJ","2016","05","22","Y"
"ITM","FUK","2016","09","17","Y"
"FUK","ITM","2016","09","17","Y"
"ITM","HND","2016","09","12","Y"
"FUK","ITM","2016","07","16","Y"
"ITM","FUK","2016","07","14","Y"
"FUK","ITM","2016","07","14","Y"
"FUK","ITM","2016","07","15","Y"
"HND","ITM","2016","10","12","Y"
"ITM","FUK","2016","08","05","Y"
"FUK","ITM","2016","07","16","Y"
"ITM","KMJ","2016","08","15","Y"
"KMJ","ITM","2016","08","15","Y"
"KMJ","ITM","2016","08","16","Y"
"KMJ","ITM","2016","08","17","Y"
"KMJ","ITM","2016","08","16","Y"
"KMJ","ITM","2016","08","15","Y"
"ITM","KMJ","2016","08","15","Y"
"KMJ","ITM","2016","08","17","Y"
"ITM","HND","2016","09","12","Y"
"FUK","ITM","2016","08","05","Y"
"ITM","FUK","2016","09","30","Y"
"ITM","FUK","2016","10","01","Y"
"FUK","ITM","2016","10","01","Y"
"FUK","ITM","2016","09","30","Y"
"ITM","FUK","2016","09","30","Y"
"ITM","FUK","2016","10","01","Y"
"ITM","FUK","2016","09","30","Y"
"ITM","HND","2016","08","23","Y"
"HND","ITM","2016","08","23","Y"
"HND","OSA","2016","08","23","Y"
"OSA","HND","2016","08","23","Y"
"ITM","HND","2016","08","23","Y"
"HND","ITM","2016","08","23","Y"
"HND","OSA","2016","08","23","Y"
"ITM","FUK","2016","09","17","Y"
"ITM","FUK","2016","09","16","Y"
"FUK","ITM","2016","10","01","Y"
"FUK","ITM","2016","09","16","Y"
"ITM","FUK","2016","09","17","Y"
"ITM","HND","2016","10","06","Y"
"HND","UKB","2016","10","07","Y"
"ITM","HND","2016","10","12","Y"
"ITM","HND","2016","10","12","Y"
"OSA","HND","2016","10","12","Y"
"OSA","HND","2016","10","12","Y"
"OSA","HND","2016","10","12","Y"
"HND","UKB","2016","10","12","Y"
"ITM","HND","2016","10","12","Y"
"HND","UKB","2016","10","12","Y"
"ITM","HND","2016","10","12","Y"
"ITM","HND","2016","10","11","Y"
"ITM","FUK","2016","12","19","Y"
"ITM","HND","2016","10","26","Y"
"HND","ITM","2016","10","26","Y"
"HND","OSA","2016","10","26","Y"
"HND","ITM","2016","10","26","Y"
"HND","OSA","2016","10","26","Y"
"KMJ","HND","2016","11","29","Y"
"ITM","FUK","2016","10","23","Y"
"ITM","KMJ","2016","12","30","Y"
"KMJ","ITM","2017","01","03","Y"
"FUK","HND","2016","11","28","Y"
"FUK","HND","2016","11","29","Y"
"ITM","HND","2016","11","29","Y"
"FUK","HND","2016","11","28","Y"
"FUK","HND","2016","10","11","Y"
"HND","OSA","2016","11","22","Y"
"OSA","HND","2016","11","22","Y"
"FUK","ITM","2016","11","28","Y"
"FUK","ITM","2016","11","29","Y"
"ITM","HND","2016","10","11","Y"
"ITM","HND","2016","11","22","Y"
"ITM","HND","2016","11","22","Y"
"ITM","FUK","2016","12","16","Y"
"FUK","ITM","2016","12","16","Y"
"ITM","FUK","2016","12","15","Y"
"ITM","FUK","2016","12","15","Y"
"ITM","HND","2016","11","30","Y"
"FUK","ITM","2016","12","17","Y"
"ITM","KMJ","2016","12","09","Y"
"HND","ITM","2016","11","23","Y"
"ITM","HND","2016","11","23","Y"
"OSA","HND","2016","11","23","Y"
"HND","OSA","2016","11","23","Y"
"ITM","FUK","2016","11","28","Y"
"FUK","ITM","2016","11","29","Y"
"FUK","ITM","2016","11","28","Y"
"FUK","ITM","2016","11","29","Y"
"FUK","ITM","2016","11","28","Y"
"FUK","ITM","2016","11","28","Y"
"FUK","ITM","2016","11","29","Y"
"ITM","FUK","2016","11","28","Y"
"ITM","KMJ","2016","12","09","Y"
"KMJ","ITM","2016","12","10","Y"
"FUK","HND","2016","11","28","Y"
"HND","UKB","2016","11","29","Y"
"FUK","ITM","2016","12","17","Y"
"FUK","ITM","2016","12","16","Y"
"ITM","FUK","2016","12","16","Y"
"ITM","FUK","2016","12","15","Y"
"ITM","FUK","2017","01","13","Y"
"ITM","FUK","2016","12","16","Y"
"FUK","ITM","2016","12","17","Y"
"FUK","ITM","2016","12","18","Y"
"FUK","ITM","2016","12","19","Y"
"FUK","ITM","2016","12","20","Y"
"FUK","ITM","2016","12","19","Y"
"FUK","ITM","2016","12","18","Y"
"FUK","ITM","2016","12","17","Y"
"ITM","FUK","2017","01","13","Y"
"FUK","ITM","2017","01","14","Y"
"ITM","FUK","2016","12","20","Y"
"ITM","FUK","2016","12","21","Y"
"ITM","FUK","2016","12","20","Y"
"ITM","HND","2017","01","23","Y"
"ITM","HND","2017","02","09","Y"
"ITM","AKJ","2017","03","22","Y"
"ITM","AKJ","2017","03","21","Y"
"ITM","AKJ","2017","03","22","Y"
"ITM","AKJ","2017","02","20","Y"
"ITM","AKJ","2017","02","20","Y"
"AKJ","ITM","2017","02","20","Y"
"ITM","AKJ","2017","02","22","Y"
"ITM","FUK","2017","02","03","Y"
"FUK","ITM","2017","02","05","Y"
"ITM","FUK","2017","02","04","Y"
"FUK","ITM","2017","02","05","Y"
"ITM","AKJ","2017","02","20","Y"
"ITM","AKJ","2017","02","23","Y"
"ITM","AKJ","2017","02","24","Y"
"ITM","AKJ","2017","02","22","Y"
"ITM","AKJ","2017","03","28","Y"
"ITM","AKJ","2017","04","26","Y"
"ITM","AKJ","2017","04","03","Y"
"AKJ","ITM","2017","04","03","Y"
"ITM","AKJ","2017","04","03","Y"
"ITM","AKJ","2017","02","20","Y"
"ITM","AKJ","2017","02","23","Y"
"ITM","AKJ","2017","02","23","Y"
"AKJ","ITM","2017","02","23","Y"
"FUK","ITM","2017","03","06","Y"
"ITM","FUK","2017","03","06","Y"
"ITM","AKJ","2017","03","07","Y"
"ITM","FUK","2017","03","06","Y"
"FUK","ITM","2017","03","06","Y"
"ITM","FUK","2017","03","06","Y"
"FUK","ITM","2017","03","07","Y"
"ITM","KOJ","2017","04","12","Y"
"FUK","ITM","2017","04","05","Y"
"FUK","ITM","2017","03","15","Y"
"ITM","FUK","2017","03","14","Y"
"ITM","HND","2017","03","24","Y"
"ITM","FUK","2017","03","24","Y"
"FUK","ITM","2017","03","25","Y"
"ITM","FUK","2017","03","29","Y"
"ITM","HND","2017","03","29","Y"
"ITM","FUK","2017","04","04","Y"
"FUK","ITM","2017","04","14","Y"
"ITM","HND","2017","03","29","Y"
"HND","ITM","2017","03","30","Y"
"HND","OSA","2017","03","30","Y"
"FUK","ITM","2017","04","14","Y"
"FUK","ITM","2017","04","14","Y"
"ITM","FUK","2017","05","22","Y"
"ITM","HND","2017","04","04","Y"
"ITM","HND","2017","04","05","Y"
"ITM","HND","2017","04","06","Y"
"KMJ","ITM","2017","05","20","Y"
"ITM","KMJ","2017","05","18","Y"
"ISG","OKA","2015","04","03","Y"
"ISG","OKA","2015","04","04","Y"
"ISG","OKA","2015","04","03","Y"
"ISG","OKA","2015","04","04","Y"
"ISG","OKA","2015","04","03","Y"
"ISG","OKA","2015","04","03","Y"
"ISG","OKA","2015","04","03","Y"
"ISG","OKA","2015","04","03","Y"
"ISG","OKA","2015","04","03","Y"
"OKA","ISG","2015","06","04","Y"
"ISG","OKA","2015","04","03","Y"
"ISG","OKA","2015","04","04","Y"
"ISG","OKA","2015","04","04","Y"
"OKA","ISG","2015","04","04","Y"
"OKA","ISG","2015","04","05","Y"
"OKA","ISG","2015","04","06","Y"
"OKA","ISG","2015","04","06","Y"
"ISG","OKA","2015","04","03","Y"
"ISG","OKA","2015","04","04","Y"
"ISG","OKA","2015","04","05","Y"
"ISG","OKA","2015","04","04","Y"
"OKA","ISG","2015","04","04","Y"
"OKA","ISG","2015","04","05","Y"
"OKA","ISG","2015","04","06","Y"
"OKA","ISG","2015","04","05","Y"
"OKA","ISG","2015","04","04","Y"
"OKA","ISG","2015","04","03","Y"
"OKA","ISG","2015","04","04","Y"
"OKA","ISG","2015","04","03","Y"
"ISG","OKA","2015","04","03","Y"
"ISG","OKA","2015","04","04","Y"
"ISG","OKA","2015","04","04","Y"
"ISG","OKA","2015","04","04","Y"
"ISG","OKA","2015","04","05","Y"
"ISG","OKA","2015","04","06","Y"
"ISG","OKA","2015","04","07","Y"
"ISG","OKA","2015","04","08","Y"
"ISG","OKA","2015","04","09","Y"
"ISG","OKA","2015","04","10","Y"
"ISG","OKA","2015","04","11","Y"
"ISG","OKA","2015","04","12","Y"
"ISG","OKA","2015","04","11","Y"
"ISG","OKA","2015","04","11","Y"
"ISG","OKA","2015","04","11","Y"
"ISG","OKA","2015","04","03","Y"
"ISG","OKA","2015","04","04","Y"
"ISG","OKA","2015","04","03","Y"
"ISG","OKA","2015","04","03","Y"
"OKA","ISG","2015","04","05","Y"
"OKA","ISG","2015","04","05","Y"
"OKA","ISG","2015","04","05","Y"
"OKA","ISG","2015","04","06","Y"
"OKA","ISG","2015","04","06","Y"
"OKA","ISG","2015","04","06","Y"
"OKA","ISG","2015","04","06","Y"
"OKA","ISG","2015","04","05","Y"
"ISG","OKA","2015","04","28","Y"
"OKA","ISG","2015","04","28","Y"
"OKA","ISG","2015","04","29","Y"
"ISG","OKA","2015","04","03","Y"
"ISG","OKA","2015","04","03","Y"
"ISG","OKA","2015","04","03","Y"
"ISG","OKA","2015","04","03","Y"
"ISG","HND","2015","09","04","Y"
"ISG","HND","2015","09","04","Y"
"ISG","OKA","2015","09","04","Y"
"ISG","HND","2015","09","04","Y"
"ISG","OKA","2015","09","04","Y"
"ISG","HND","2015","09","04","Y"
"ISG","HND","2015","09","04","Y"
"ISG","HND","2015","09","04","Y"
"ISG","OKA","2015","09","04","Y"
"ISG","HND","2015","09","04","Y"
"ISG","OKA","2015","09","04","Y"
"OKA","HND","2015","09","04","Y"
"OKA","ISG","2015","04","05","Y"
"OKA","ISG","2015","04","06","Y"
"OKA","ISG","2015","04","06","Y"
"OKA","ISG","2015","04","06","Y"
"OKA","ISG","2015","04","05","Y"
"OKA","ISG","2015","04","06","Y"
"HND","OKA","2015","04","05","Y"
"NRT","OKA","2015","04","05","Y"
"OKA","ISG","2015","04","05","Y"
"ISG","OKA","2015","04","03","Y"
"ISG","OKA","2015","04","03","Y"
"ISG","OKA","2015","04","03","Y"
"ISG","OKA","2015","04","03","Y"
"OKA","ISG","2015","04","06","Y"
"OKA","ISG","2015","04","05","Y"
"OKA","ISG","2015","04","06","Y"
"ISG","OKA","2015","08","25","Y"
"OKA","ISG","2015","05","22","Y"
"OKA","ISG","2015","05","24","Y"
"OKA","ISG","2015","05","25","Y"
"OKA","ISG","2015","05","26","Y"
"OKA","NGO","2015","11","15","Y"
"OKA","NGO","2015","11","15","Y"
"OKA","NGO","2015","11","15","Y"
"NGO","OKA","2015","11","15","Y"
"NGO","OKA","2015","11","16","Y"
"NGO","OKA","2015","11","17","Y"
"NGO","OKA","2015","11","18","Y"
"NGO","OKA","2015","11","19","Y"
"NGO","OKA","2015","11","19","Y"
"NGO","OKA","2015","11","19","Y"
"NGO","OKA","2015","11","19","Y"
"NGO","OKA","2015","11","19","Y"
"NGO","OKA","2015","11","19","Y"
"OKA","NGO","2015","11","19","Y"
"OKA","NGO","2015","11","18","Y"
"OKA","NGO","2015","11","17","Y"
"OKA","NGO","2015","11","16","Y"
"OKA","NGO","2015","11","15","Y"
"OKA","NGO","2015","11","14","Y"
"OKA","NGO","2015","11","15","Y"
"OKA","NRT","2015","10","05","Y"
"OKA","NRT","2015","10","05","Y"
"OKA","NRT","2015","10","05","Y"
"HND","OKA","2015","10","05","Y"
"OKA","ISG","2015","09","21","Y"
"OKA","NGO","2015","10","23","Y"
"OKA","NGO","2015","10","23","Y"
"OKA","NGO","2015","10","23","Y"
"OKA","KIX","2015","10","10","Y"
"OKA","KIX","2015","10","10","Y"
"OKA","KIX","2015","10","10","Y"
"OKA","KIX","2015","10","10","Y"
"OKA","KIX","2015","10","10","Y"
"OKA","KIX","2015","10","09","Y"
"OKA","KIX","2015","10","10","Y"
"HND","OKA","2015","10","05","Y"
"ISG","OKA","2015","09","26","Y"
"ISG","OKA","2015","09","26","Y"
"ISG","OKA","2015","09","26","Y"
"ISG","OKA","2015","09","18","Y"
"ISG","OKA","2015","09","19","Y"
"ISG","OKA","2015","09","20","Y"
"ISG","OKA","2015","09","18","Y"
"ISG","OKA","2015","09","19","Y"
"ISG","OKA","2015","09","19","Y"
"OKA","NGO","2015","11","16","Y"
"OKA","NGO","2015","11","15","Y"
"OKA","NGO","2015","11","15","Y"
"OKA","NGO","2015","11","15","Y"
"OKA","NGO","2015","11","14","Y"
"OKA","NGO","2015","11","13","Y"
"OKA","NGO","2015","11","13","Y"
"OKA","NGO","2015","11","13","Y"
"OKA","NGO","2015","11","13","Y"
"OKA","NGO","2015","11","13","Y"
"OKA","NGO","2015","11","14","Y"
"OKA","NGO","2015","11","15","Y"
"OKA","NGO","2015","11","15","Y"
"OKA","NGO","2015","11","15","Y"
"OKA","NGO","2015","11","15","Y"
"OKA","NGO","2015","11","14","Y"
"OKA","NGO","2015","11","13","Y"
"OKA","NGO","2015","11","14","Y"
"OKA","NGO","2015","11","14","Y"
"OKA","NGO","2015","11","15","Y"
"OKA","NGO","2015","11","14","Y"
"OKA","NGO","2015","11","14","Y"
"OKA","NGO","2015","11","15","Y"
"OKA","NGO","2015","11","15","Y"
"OKA","NGO","2015","11","15","Y"
"OKA","NGO","2015","11","15","Y"
"OKA","NGO","2015","11","15","Y"
"OKA","NGO","2015","11","15","Y"
"NGO","OKA","2015","11","19","Y"
"NGO","OKA","2015","11","19","Y"
"OKA","NGO","2015","11","15","Y"
"OKA","NGO","2015","11","14","Y"
"NGO","OKA","2015","11","14","Y"
"ISG","OKA","2015","09","26","Y"
"ISG","OKA","2015","09","27","Y"
"ISG","OKA","2015","09","27","Y"
"ISG","OKA","2015","09","27","Y"
"ISG","OKA","2015","09","18","Y"
"ISG","OKA","2015","09","19","Y"
"ISG","OKA","2015","09","19","Y"
"ISG","OKA","2015","09","19","Y"
"ISG","OKA","2015","09","20","Y"
"ISG","OKA","2015","09","22","Y"
"ISG","OKA","2015","09","23","Y"
"OKA","ISG","2015","09","23","Y"
"OKA","ISG","2015","09","22","Y"
"OKA","ISG","2015","09","21","Y"
"OKA","ISG","2015","09","19","Y"
"OKA","ISG","2015","09","18","Y"
"ISG","OKA","2015","09","18","Y"
"ISG","OKA","2015","09","19","Y"
"ISG","OKA","2015","09","19","Y"
"OKA","ISG","2015","09","23","Y"
"ISG","OKA","2015","09","18","Y"
"OKA","ISG","2015","09","18","Y"
"OKA","ISG","2015","09","20","Y"
"OKA","ISG","2015","09","21","Y"
"OKA","ISG","2015","09","22","Y"
"OKA","ISG","2015","09","23","Y"
"OKA","ISG","2015","09","23","Y"
"OKA","ISG","2015","09","23","Y"
"OKA","ISG","2015","09","23","Y"
"ISG","OKA","2015","09","18","Y"
"ISG","OKA","2015","09","19","Y"
"ISG","OKA","2015","09","18","Y"
"ISG","OKA","2015","09","19","Y"
"ISG","OKA","2015","09","19","Y"
"OKA","ISG","2015","09","23","Y"
"OKA","ISG","2015","09","23","Y"
"ISG","OKA","2015","09","18","Y"
"ISG","OKA","2015","09","19","Y"
"ISG","OKA","2015","09","20","Y"
"ISG","OKA","2015","09","21","Y"
"ISG","OKA","2015","09","22","Y"
"ISG","OKA","2015","09","23","Y"
"OKA","ISG","2015","09","23","Y"
"ISG","OKA","2015","10","01","Y"
"HND","OKA","2017","10","09","Y"
"HND","OKA","2017","10","09","Y"
"OKA","HIJ","2017","11","30","Y"
"OKA","HIJ","2017","11","30","Y"
"OKA","HIJ","2017","11","30","Y"
"OKA","HIJ","2017","11","30","Y"
"OKA","HIJ","2017","11","30","Y"
"OKA","HIJ","2017","11","30","Y"
"OKA","HIJ","2017","11","30","Y"
"HIJ","OKA","2017","12","03","Y"
"OKA","HIJ","2017","11","30","Y"
"OKA","HIJ","2017","11","30","Y"
"OKA","HIJ","2017","11","30","Y"
"HIJ","OKA","2017","12","03","Y"
"ISG","OKA","2015","04","05","Y"
"OKA","ISG","2015","04","05","Y"
"OKA","ISG","2015","04","06","Y"
"ISG","OKA","2015","04","03","Y"
"ISG","OKA","2015","04","03","Y"
"ISG","OKA","2015","04","04","Y"
"ISG","OKA","2015","04","03","Y"
"ISG","OKA","2015","04","04","Y"
"ISG","OKA","2015","04","05","Y"
"OKA","ISG","2015","04","05","Y"
"OKA","ISG","2015","04","04","Y"
"OKA","ISG","2015","04","05","Y"
"OKA","ISG","2015","04","06","Y"
"OKA","ISG","2015","04","05","Y"
"OKA","ISG","2015","04","04","Y"
"ISG","OKA","2015","04","04","Y"
"ISG","OKA","2015","04","03","Y"
"ISG","OKA","2015","04","04","Y"
"ISG","OKA","2015","04","06","Y"
"ISG","OKA","2015","04","05","Y"
"ISG","OKA","2015","04","04","Y"
"ISG","OKA","2015","08","25","Y"
"ISG","OKA","2015","09","18","Y"
"ISG","OKA","2015","09","19","Y"
"ISG","OKA","2015","09","20","Y"
"ISG","OKA","2015","09","19","Y"
"OKA","ISG","2015","09","24","Y"
"OKA","ISG","2015","08","20","Y"
"OKA","ISG","2015","08","21","Y"
"OKA","ISG","2015","08","22","Y"
"OKA","ISG","2015","08","23","Y"
"ISG","OKA","2015","08","23","Y"
"ISG","OKA","2015","08","24","Y"
"ISG","OKA","2015","08","25","Y"
"ISG","OKA","2015","08","21","Y"
"ISG","OKA","2015","08","20","Y"
"ISG","OKA","2015","08","21","Y"
"ISG","OKA","2015","08","22","Y"
"ISG","OKA","2015","08","23","Y"
"ISG","OKA","2015","08","24","Y"
"ISG","OKA","2015","08","25","Y"
"OKA","ISG","2015","08","25","Y"
"OKA","ISG","2015","08","24","Y"
"OKA","ISG","2015","08","23","Y"
"OKA","ISG","2015","08","22","Y"
"OKA","ISG","2015","08","21","Y"
"OKA","ISG","2015","08","20","Y"
"ISG","OKA","2015","08","20","Y"
"OKA","OSA","2016","11","23","Y"
"OKA","OSA","2016","11","24","Y"
"OKA","OSA","2016","11","23","Y"
"OKA","OSA","2016","11","23","Y"
"OKA","OSA","2016","11","23","Y"
"OKA","OSA","2016","11","24","Y"
"OKA","OSA","2016","11","25","Y"
"OSA","OKA","2016","11","25","Y"
"OSA","OKA","2016","11","26","Y"
"OSA","OKA","2016","11","27","Y"
"OSA","OKA","2016","11","28","Y"
"OSA","OKA","2016","11","28","Y"
